阿胶	-7.506029352577139
阿姨	-4.537312975110353
阿谀奉承	-6.3446613503421645
哀兵必胜	-8.284180602960783
哀悼	-5.24357826284671
哀号	-6.150641694590566
哀鸣	-6.520752609397846
哀求	-5.869207254989965
哀伤	-5.649703332800051
哀思	-6.602939365585196
哀叹	-6.6507121473811965
哀痛	-6.403367010679991
唉声叹气	-6.6507121473811965
挨打	-5.48209134507905
挨饿	-5.35221448823261
挨家挨户	-5.953766829611592
挨近	-6.727878102193496
挨着	-5.688684381135209
癌细胞	-5.911268599990676
癌症	-4.784630977055634
矮小	-5.911268599990676
艾滋病	-5.633873079828846
爱不释手	-6.099489172143184
爱财如命	-7.170237250653947
爱戴	-5.525268710562809
爱抚	-5.488996013278359
爱国	-5.456165538736806
爱好	-5.154168653288878
爱护	-5.677799237850178
爱美	-5.705541392992711
爱民如子	-7.108089343905101
爱莫能助	-5.985327526551076
爱慕	-5.623315124956914
爱情	-4.297946472825787
爱犬	-5.301909369921215
爱人	-4.647091329430452
爱上	-4.810401768314058
爱屋及乌	-7.329938093521458
爱惜	-5.974550435534884
爱心	-5.444074508504025
爱意	-5.370366750577066
隘口	-6.197820772286034
碍事	-5.406233651331595
碍手碍脚	-5.939788329275673
碍眼	-6.046134499831988
暧昧	-5.856045808931994
安定	-5.156751825109184
安顿	-5.54778410068414
安放	-5.913112740689047
安分	-5.955800999522046
安分守己	-6.271343378255611
安抚	-5.440947824862773
安好	-5.510394157979589
安家	-5.916824681934764
安家立业	-7.506029352577139
安家落户	-7.68212061163282
安检	-5.717154236801723
安静	-4.075336313620045
安居	-6.365102510584709
安居乐业	-6.284180602960783
安康	-6.119827747176346
安乐	-6.061464131813199
安乐死	-5.8432715208955655
安眠	-5.953766829611592
安眠药	-5.349682151717215
安宁	-5.166577911270699
安排	-4.081120505364822
安贫乐道	-7.9831506072968015
安全	-3.6468810439991537
安全带	-4.897503318999945
安然	-5.532132155141344
安然无恙	-5.509663637232234
安身立命	-6.68212061163282
安适	-6.886240594288745
安睡	-5.945724109356179
安危	-5.534444287391722
安慰	-4.7416041267002536
安稳	-5.506753780571471
安息	-5.00155849008272
安闲	-7.439082562946526
安详	-5.660931312562883
安祥	-6.190758917798548
安享晚年	-6.551786843137815
安心	-4.880888457802529
安逸	-5.730297576316909
安营扎寨	-6.520752609397846
安葬	-5.611159695831887
安之若素	-7.585210598624764
安置	-5.228802271585783
安装	-5.0593886464681015
鹌鹑	-6.069336754913085
岸边	-5.4459613810531575
按兵不动	-5.941757922138577
按部就班	-6.014667658742867
按键	-5.773635592754171
按揭	-6.150641694590566
按理	-6.513328591318639
按铃	-5.526025980993393
按摩	-4.855398091463829
按摩椅	-6.740112558610507
按捺	-7.284180602960783
按钮	-4.911821020436459
按时	-5.343166359255213
按说	-6.513328591318639
按图索骥	-7.439082562946526
按压	-6.315697654406848
按照	-4.531440909025455
案发	-5.612082745025066
案件	-4.527544494714935
案卷	-6.432922254241708
案例	-5.332357567644871
案情	-5.5053061309580436
案头	-7.381090615968839
案子	-4.131464291854375
暗藏	-6.238857624174125
暗淡	-6.061464131813199
暗访	-6.715978878893788
暗号	-5.276432824960043
暗红	-4.57069005986684
暗流	-6.426848106529515
暗杀	-4.953158431918954
暗示	-4.845005863117315
暗算	-5.79002600894234
暗无天日	-6.306456997671935
暗想	-7.284180602960783
暗笑	-6.9831506072968015
暗喻	-6.138052567282545
暗中	-5.364579579176672
暗自	-6.170237250653947
黯淡	-6.153846834465777
黯然	-6.420857742840327
黯然失色	-6.359901316898902
肮脏	-4.703825941854191
昂贵	-5.17392768560738
昂首	-6.397689877788301
昂首阔步	-6.32513921063969
昂扬	-6.752701685918528
盎然	-6.498850767950016
盎司	-5.673520439870903
凹凸	-6.439082562946526
凹陷	-6.212298595654658
遨游	-6.22727575162431
熬夜	-5.525268710562809
翱翔	-5.627124750103679
鏖战	-6.7928189091265105
傲慢	-5.0706628459644785
傲气	-6.267147263662003
傲然	-6.941757922138577
奥秘	-5.6195386274046575
奥妙	-6.064072514920728
奥运	-5.688684381135209
奥运会	-5.434761189163884
澳元	-7.170237250653947
懊悔	-5.812888891901844
懊恼	-6.144301516559547
八方	-6.528305747288291
八股文	-7.284180602960783
八卦	-5.237685438626075
八面玲珑	-7.053731681582509
八强	-4.73998849219575
巴结	-6.176970633312915
巴士	-4.798459176479203
巴掌	-5.753980904757701
扒窃	-6.765666663082896
扒手	-5.953766829611592
芭蕾	-5.392643145288218
芭蕾舞	-5.4465921647252715
疤痕	-5.37142729928946
拔地而起	-6.903969361249177
拔掉	-5.428056158718483
拔河	-6.271343378255611
拔尖	-6.837022571618564
跋山涉水	-6.68212061163282
跋涉	-5.887981255865046
把柄	-5.422049223647746
把持	-5.987515412699252
把关	-6.740112558610507
把脉	-6.704397006343973
把手	-4.429206929234366
把守	-5.798459176479203
把握	-5.001105628225312
把戏	-4.974550435534884
靶场	-6.254796825275573
爸爸	-3.2906121201710556
罢黜	-7.028908097857477
罢工	-5.190408821462054
罢课	-6.852816838801796
罢免	-6.451671690254547
罢休	-5.531364171772512
霸道	-5.918692618069883
霸气	-6.271343378255611
霸权	-6.320392775615228
霸王	-5.770963002892844
霸占	-5.801307019352029
霸主	-6.22727575162431
掰开	-6.267147263662003
白菜	-5.947720869112254
白吃	-6.046134499831988
白痴	-4.169302853067948
白发	-6.05629389834711
白饭	-6.471267246317927
白费	-5.454876830129758
白干	-4.416006562101145
白骨	-6.2159947412146215
白话	-6.693115995934284
白话文	-7.284180602960783
白金	-5.704397006343973
白净	-6.7928189091265105
白酒	-5.702117240049074
白驹过隙	-6.671396746241047
白兰地	-5.261752231775296
白领	-5.797042227483597
白鹭	-6.35476167724649
白露	-7.138052567282545
白马	-5.8099643388845275
白茫茫	-6.513328591318639
白内障	-6.35476167724649
白棋	-5.59843886435852
白热	-6.7928189091265105
白人	-4.498779577968396
白日做梦	-6.612082745025066
白色	-4.590805451935598
白手起家	-5.935875739912622
白糖	-6.386553511670342
白天	-4.7042827333576795
白头偕老	-6.066696658746877
白兔	-5.435375901908979
白皙	-6.288545408363233
白雪	-5.586951260201065
白血病	-5.756550702089444
白眼	-6.10233701501601
白衣天使	-7.242787917802558
白蚁	-5.772297241981908
白银	-6.234962580290602
白云	-6.028908097857477
白纸	-6.091056004606322
白纸黑字	-6.066696658746877
白昼	-5.687583507334323
百步穿杨	-6.886240594288745
百发百中	-6.478000628976896
百废待兴	-7.005427002007954
百分比	-6.194275491521385
百感交集	-6.704397006343973
百合	-5.310590979533526
百花	-6.144301516559547
百花齐放	-6.715978878893788
百货	-5.772297241981908
百家争鸣	-7.80705934824112
百看不厌	-6.513328591318639
百科	-6.166909307305019
百科全书	-6.074665588418152
百里挑一	-6.779030624640877
百炼成钢	-7.9831506072968015
百年大计	-7.9831506072968015
百无禁忌	-6.6507121473811965
百无聊赖	-6.520752609397846
百姓	-5.201754302100011
百战百胜	-6.329938093521458
百折不挠	-6.869207254989965
柏树	-6.602939365585196
柏油	-6.190758917798548
摆布	-5.569013245112325
摆动	-5.60384508954622
摆渡	-6.68212061163282
摆放	-5.856045808931994
摆弄	-5.719514538708694
摆设	-5.818797751512364
摆摊	-6.513328591318639
摆脱	-4.608402261286698
败北	-6.32513921063969
败笔	-6.535992575954583
败坏	-5.931998084849421
败绩	-6.551786843137815
败军	-7.108089343905101
败类	-5.508934343220546
败诉	-6.128844565495721
败仗	-6.359901316898902
败者	-5.710149335233064
拜访	-4.770430452878959
拜会	-6.4149488832298065
拜见	-5.801307019352029
拜金	-4.256871775925237
拜年	-6.715978878893788
拜师	-6.403367010679991
拜托	-3.6698213174771106
拜谢	-7.108089343905101
拜谒	-7.80705934824112
扳倒	-5.683207707274035
扳回	-5.832394167436493
扳平	-6.535992575954583
班车	-5.729086154382464
班次	-6.35476167724649
班底	-6.704397006343973
班房	-6.426848106529515
班机	-5.096096229245845
班级	-5.587824214227451
班门弄斧	-6.715978878893788
班长	-4.9781847201899785
班主任	-5.70098182899216
班子	-6.420857742840327
班组	-6.961961308226864
颁布	-5.794222123535948
颁发	-5.581750066515258
颁给	-7.170237250653947
颁奖	-5.721887738504308
斑白	-7.2049993569131585
斑驳	-6.576610426862847
斑驳陆离	-8.284180602960783
斑点	-5.528305747288291
斑鸠	-6.275580431198866
斑斓	-7.053731681582509
斑马	-5.600233472209271
斑马线	-6.922452766943191
斑纹	-6.471267246317927
搬到	-4.262867237476088
搬家	-4.89501451859625
搬进	-5.098355243347821
搬弄是非	-6.5438179134665395
搬迁	-6.036207336598976
搬运	-5.679954549876313
搬走	-4.916452056873807
板材	-7.170237250653947
板凳	-5.931998084849421
板房	-7.439082562946526
板斧	-7.080060620304859
板块	-5.838576399687185
板子	-5.784493520342379
版本	-5.002465632933487
版画	-6.559904733359994
版块	-5.06801470067479
版面	-6.019362779951247
版权	-5.6507121473811965
版图	-6.234962580290602
办案	-5.35170683828363
办报	-7.506029352577139
办成	-4.337531869054107
办法	-3.695348877366576
办公	-5.561546680426971
办公室	-4.018419686243172
办理	-5.601133564721933
办起	-6.961961308226864
办事	-4.958870231249722
办事处	-5.715978878893788
办学	-7.080060620304859
办证	-5.496012231819615
半场	-6.074665588418152
半成品	-6.6507121473811965
半程	-4.823132511290125
半岛	-5.620479677571135
半价	-5.821782605061827
半斤八两	-6.359901316898902
半径	-5.723079219311727
半空	-6.246754105020159
半路	-5.740112558610507
半路出家	-6.9831506072968015
半球	-6.38109061596884
半区	-4.5369242055186385
半山腰	-6.704397006343973
半生	-6.08828095055155
半数	-5.59933524131637
半衰期	-6.821782605061827
半死	-5.389310946215531
半死不活	-6.09665988212432
半天	-5.208633641568253
半途而废	-5.823282760204235
半推半就	-7.028908097857477
半信半疑	-6.715978878893788
半夜	-4.966117267998022
半夜三更	-6.091056004606322
半圆	-6.941757922138577
半圆形	-7.053731681582509
半自动	-6.147460035804376
伴唱	-5.939788329275673
伴郎	-5.500277023688048
伴侣	-4.993256043578029
伴随	-5.2253751162848765
伴有	-6.275580431198866
伴奏	-5.664044547987025
绊倒	-5.6319342619574595
扮演	-4.787527663709865
邦交	-6.9831506072968015
帮帮	-3.2493997890345128
帮扶	-4.801164182816651
帮工	-6.6507121473811965
帮会	-5.370366750577066
帮忙	-3.8951563521970876
帮派	-5.086900044835164
帮腔	-7.005427002007954
帮手	-5.066433529697989
帮凶	-5.787250954887568
帮助	-3.716860098976796
绑定	-4.68299007034545
绑匪	-5.426245338241354
绑架	-4.474015318417633
榜单	-6.576610426862847
榜首	-6.138052567282545
榜样	-5.316164888967141
棒球	-4.790165228203639
棒子	-5.693115995934284
傍晚	-5.357838156335128
谤议	-8.284180602960783
